date,home_team,away_team,team,scorer,minute,own_goal,penalty
2015-06-11,Hong Kong,Bhutan,Hong Kong,Lam Ka Wai,49,False,True
2015-06-11,Hong Kong,Bhutan,Hong Kong,Jaimes McKee,57,False,False
2015-06-11,Hong Kong,Bhutan,Hong Kong,Godfred Karikari,67,False,False
2015-06-11,India,Oman,Oman,Qasim Said,1,False,False
2015-06-11,India,Oman,India,Sunil Chhetri,26,False,False
2015-06-11,India,Oman,Oman,Amad Al-Hosni,40,False,True
2015-06-11,Laos,Myanmar,Myanmar,Zaw Min Tun,41,False,False
2015-06-11,Laos,Myanmar,Laos,Khampheng Sayavutthi,81,False,True
2015-06-11,Laos,Myanmar,Laos,Khampheng Sayavutthi,83,False,False
2015-06-11,Laos,Myanmar,Myanmar,Kyaw Zayar Win,85,False,False
2015-06-11,Lebanon,Kuwait,Kuwait,Yousef Nasser,86,False,False
2015-06-11,Maldives,Qatar,Qatar,Ahmed Abdul Maqsoud,90,False,False
2015-06-11,Philippines,Bahrain,Philippines,Misagh Bahadoran,50,False,False
2015-06-11,Philippines,Bahrain,Philippines,Javier Patiño,60,False,False
2015-06-11,Philippines,Bahrain,Bahrain,Abdulwahab Al-Malood,90,False,False
2015-06-11,Saint Kitts and Nevis,El Salvador,El Salvador,Irvin Herrera,41,False,False
2015-06-11,Saint Kitts and Nevis,El Salvador,Saint Kitts and Nevis,Orlando Mitchum,68,False,False
2015-06-11,Saint Kitts and Nevis,El Salvador,Saint Kitts and Nevis,Romaine Sawyers,71,False,False
2015-06-11,Saint Kitts and Nevis,El Salvador,El Salvador,Nelson Bonilla,87,False,False
2015-06-11,Saudi Arabia,Palestine,Saudi Arabia,Yahya Al-Shehri,6,False,False
2015-06-11,Saudi Arabia,Palestine,Saudi Arabia,Mohammad Al-Sahlawi,46,False,False
2015-06-11,Saudi Arabia,Palestine,Palestine,Pablo Tamburrini,51,False,False
2015-06-11,Saudi Arabia,Palestine,Saudi Arabia,Mohammad Al-Sahlawi,90,False,False
2015-06-11,Saudi Arabia,Palestine,Palestine,Matías Jadue,90,False,False
2015-06-11,Tajikistan,Jordan,Jordan,Hassan Abdel-Fattah,29,False,False
2015-06-11,Tajikistan,Jordan,Jordan,Hassan Abdel-Fattah,63,False,False
2015-06-11,Tajikistan,Jordan,Tajikistan,Manuchekhr Dzhalilov,66,False,False
2015-06-11,Tajikistan,Jordan,Jordan,Hassan Abdel-Fattah,88,False,False
2015-06-12,Andorra,Cyprus,Andorra,Dossa Júnior,2,True,False
2015-06-12,Andorra,Cyprus,Cyprus,Nestoras Mitidis,13,False,False
2015-06-12,Andorra,Cyprus,Cyprus,Nestoras Mitidis,45,False,False
2015-06-12,Andorra,Cyprus,Cyprus,Nestoras Mitidis,53,False,False
2015-06-12,Bosnia and Herzegovina,Israel,Israel,Tal Ben Haim,41,False,False
2015-06-12,Bosnia and Herzegovina,Israel,Bosnia and Herzegovina,Edin Vica,42,False,False
2015-06-12,Bosnia and Herzegovina,Israel,Bosnia and Herzegovina,Edin Deko,45,False,True
2015-06-12,Bosnia and Herzegovina,Israel,Bosnia and Herzegovina,Edin Vica,75,False,False
2015-06-12,Croatia,Italy,Croatia,Mario Mandukic,11,False,False
2015-06-12,Croatia,Italy,Italy,Antonio Candreva,36,False,True
2015-06-12,Iceland,Czech Republic,Czech Republic,Borek Dockal,55,False,False
2015-06-12,Iceland,Czech Republic,Iceland,Aron Gunnarsson,60,False,False
2015-06-12,Iceland,Czech Republic,Iceland,Kolbeinn Sigþórsson,76,False,False
2015-06-12,Kazakhstan,Turkey,Turkey,Arda Turan,83,False,False
2015-06-12,Latvia,Netherlands,Netherlands,Georginio Wijnaldum,67,False,False
2015-06-12,Latvia,Netherlands,Netherlands,Luciano Narsingh,71,False,False
2015-06-12,Malta,Bulgaria,Bulgaria,Ivelin Popov,56,False,False
2015-06-12,Puerto Rico,Grenada,Puerto Rico,Deniz Bozkurt,16,False,False
2015-06-12,Wales,Belgium,Wales,Gareth Bale,25,False,False
2015-06-13,Argentina,Paraguay,Argentina,Sergio Agüero,28,False,False
2015-06-13,Argentina,Paraguay,Argentina,Lionel Messi,35,False,True
2015-06-13,Argentina,Paraguay,Paraguay,Nelson Valdez,59,False,False
2015-06-13,Argentina,Paraguay,Paraguay,Lucas Barrios,89,False,False
2015-06-13,Armenia,Portugal,Armenia,Marcos Pizzelli,14,False,False
2015-06-13,Armenia,Portugal,Portugal,Cristiano Ronaldo,29,False,True
2015-06-13,Armenia,Portugal,Portugal,Cristiano Ronaldo,55,False,False
2015-06-13,Armenia,Portugal,Portugal,Cristiano Ronaldo,58,False,False
2015-06-13,Armenia,Portugal,Armenia,Hrayr Mkoyan,72,False,False
2015-06-13,Denmark,Serbia,Denmark,Yussuf Poulsen,13,False,False
2015-06-13,Denmark,Serbia,Denmark,Jakob Poulsen,87,False,False
2015-06-13,Faroe Islands,Greece,Faroe Islands,Hallur Hansson,32,False,False
2015-06-13,Faroe Islands,Greece,Faroe Islands,Brandur Olsen,70,False,False
2015-06-13,Faroe Islands,Greece,Greece,Sokratis Papastathopoulos,84,False,False
2015-06-13,Finland,Hungary,Hungary,Zoltán Stieber,82,False,False
2015-06-13,Gibraltar,Germany,Germany,André Schürrle,28,False,False
2015-06-13,Gibraltar,Germany,Germany,Max Kruse,47,False,False
2015-06-13,Gibraltar,Germany,Germany,Ilkay Gündogan,51,False,False
2015-06-13,Gibraltar,Germany,Germany,Karim Bellarabi,57,False,False
2015-06-13,Gibraltar,Germany,Germany,André Schürrle,65,False,False
2015-06-13,Gibraltar,Germany,Germany,André Schürrle,71,False,False
2015-06-13,Gibraltar,Germany,Germany,Max Kruse,81,False,False
2015-06-13,Poland,Georgia,Poland,Arkadiusz Milik,62,False,False
2015-06-13,Poland,Georgia,Poland,Robert Lewandowski,89,False,False
2015-06-13,Poland,Georgia,Poland,Robert Lewandowski,90,False,False
2015-06-13,Republic of Ireland,Scotland,Republic of Ireland,Jonathan Walters,38,False,False
2015-06-13,Republic of Ireland,Scotland,Scotland,John O'Shea,47,True,False
2015-06-13,Uruguay,Jamaica,Uruguay,Cristian Rodríguez,51,False,False
2015-06-14,Antigua and Barbuda,Saint Lucia,Antigua and Barbuda,Josh Parker,72,False,False
2015-06-14,Antigua and Barbuda,Saint Lucia,Saint Lucia,Kurt Frederick,81,False,True
2015-06-14,Antigua and Barbuda,Saint Lucia,Antigua and Barbuda,Tevaughn Harriette,85,False,False
2015-06-14,Antigua and Barbuda,Saint Lucia,Antigua and Barbuda,Josh Parker,90,False,False
2015-06-14,Antigua and Barbuda,Saint Lucia,Antigua and Barbuda,Aaron Tumwa,90,False,False
2015-06-14,Belarus,Spain,Spain,David Silva,45,False,False
2015-06-14,Belize,Dominican Republic,Belize,Harrison Róchez,17,False,False
2015-06-14,Belize,Dominican Republic,Belize,Elroy Kuylen,38,False,False
2015-06-14,Belize,Dominican Republic,Belize,Deon McCaulay,77,False,False
2015-06-14,Brazil,Peru,Peru,Christian Cueva,2,False,False
2015-06-14,Brazil,Peru,Brazil,Neymar,4,False,False
2015-06-14,Brazil,Peru,Brazil,Douglas Costa,90,False,False
2015-06-14,Colombia,Venezuela,Venezuela,Salomón Rondón,59,False,False
2015-06-14,Cuba,Curaçao,Cuba,Yénier Márquez,5,False,False
2015-06-14,Cuba,Curaçao,Curaçao,Papito Merencia,16,False,False
2015-06-14,Estonia,San Marino,Estonia,Sergei Zenjov,35,False,False
2015-06-14,Estonia,San Marino,Estonia,Sergei Zenjov,63,False,False
2015-06-14,Guyana,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Myron Samuel,16,False,False
2015-06-14,Guyana,Saint Vincent and the Grenadines,Guyana,Emery Welshman,40,False,False
2015-06-14,Guyana,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Tevin Slater,41,False,False
2015-06-14,Guyana,Saint Vincent and the Grenadines,Guyana,Neil Danns,50,False,True
2015-06-14,Guyana,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Tevin Slater,58,False,False
2015-06-14,Guyana,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Oalex Anderson,67,False,False
2015-06-14,Guyana,Saint Vincent and the Grenadines,Guyana,Emery Welshman,77,False,False
2015-06-14,Guyana,Saint Vincent and the Grenadines,Guyana,Neil Danns,87,False,False
2015-06-14,Liechtenstein,Moldova,Liechtenstein,Sandro Wieser,20,False,False
2015-06-14,Liechtenstein,Moldova,Moldova,Gheorghe Boghiu,43,False,False
2015-06-14,Lithuania,Switzerland,Lithuania,Fedor Cernych,64,False,False
2015-06-14,Lithuania,Switzerland,Switzerland,Josip Drmic,69,False,False
2015-06-14,Lithuania,Switzerland,Switzerland,Xherdan Shaqiri,84,False,False
2015-06-14,Russia,Austria,Austria,Marc Janko,33,False,False
2015-06-14,Slovakia,North Macedonia,Slovakia,Kornel Saláta,8,False,False
2015-06-14,Slovakia,North Macedonia,Slovakia,Marek Hamík,38,False,False
2015-06-14,Slovakia,North Macedonia,North Macedonia,Arijan Ademi,69,False,False
2015-06-14,Slovenia,England,Slovenia,Milivoje Novakovic,37,False,False
2015-06-14,Slovenia,England,England,Jack Wilshere,57,False,False
2015-06-14,Slovenia,England,England,Jack Wilshere,73,False,False
2015-06-14,Slovenia,England,Slovenia,Nejc Pecnik,84,False,False
2015-06-14,Slovenia,England,England,Wayne Rooney,86,False,False
2015-06-14,Sweden,Montenegro,Sweden,Marcus Berg,37,False,False
2015-06-14,Sweden,Montenegro,Sweden,Zlatan Ibrahimovic,40,False,False
2015-06-14,Sweden,Montenegro,Sweden,Zlatan Ibrahimovic,44,False,False
2015-06-14,Sweden,Montenegro,Montenegro,Dejan Damjanovic,64,False,True
2015-06-14,Ukraine,Luxembourg,Ukraine,Artem Kravets,49,False,False
2015-06-14,Ukraine,Luxembourg,Ukraine,Denys Harmash,57,False,False
2015-06-14,Ukraine,Luxembourg,Ukraine,Yevhen Konoplyanka,86,False,False
2015-06-15,Bermuda,Guatemala,Guatemala,Stefano Cincotta,27,False,False
2015-06-15,Chile,Mexico,Mexico,Vicente Matías Vuoso,20,False,False
2015-06-15,Chile,Mexico,Chile,Arturo Vidal,21,False,False
2015-06-15,Chile,Mexico,Mexico,Raúl Jiménez,28,False,False
2015-06-15,Chile,Mexico,Chile,Eduardo Vargas,41,False,False
2015-06-15,Chile,Mexico,Chile,Arturo Vidal,54,False,True
2015-06-15,Chile,Mexico,Mexico,Vicente Matías Vuoso,65,False,False
2015-06-15,Ecuador,Bolivia,Bolivia,Ronald Raldes,4,False,False
2015-06-15,Ecuador,Bolivia,Bolivia,Martin Smedberg-Dalence,17,False,False
2015-06-15,Ecuador,Bolivia,Bolivia,Marcelo Martins Moreno,42,False,True
2015-06-15,Ecuador,Bolivia,Ecuador,Enner Valencia,47,False,False
2015-06-15,Ecuador,Bolivia,Ecuador,Miller Bolaños,80,False,False
2015-06-16,Argentina,Uruguay,Argentina,Sergio Agüero,55,False,False
2015-06-16,Bangladesh,Tajikistan,Bangladesh,Jahid Hasan Ameli,50,False,False
2015-06-16,Bangladesh,Tajikistan,Tajikistan,Fatkhullo Fatkhuloev,88,False,False
2015-06-16,Bhutan,China PR,China PR,Yang Xu,45,False,False
2015-06-16,Bhutan,China PR,China PR,Wu Lei,55,False,False
2015-06-16,Bhutan,China PR,China PR,Yang Xu,60,False,False
2015-06-16,Bhutan,China PR,China PR,Yu Dabao,67,False,False
2015-06-16,Bhutan,China PR,China PR,Yang Xu,76,False,False
2015-06-16,Bhutan,China PR,China PR,Yu Dabao,83,False,False
2015-06-16,Cambodia,Afghanistan,Afghanistan,Mustafa Zazai,86,False,False
2015-06-16,Canada,Dominica,Canada,Tesho Akindele,4,False,False
2015-06-16,Canada,Dominica,Canada,Cyle Larin,41,False,False
2015-06-16,Canada,Dominica,Canada,Tosaint Ricketts,52,False,False
2015-06-16,Canada,Dominica,Canada,Tosaint Ricketts,78,False,False
2015-06-16,El Salvador,Saint Kitts and Nevis,El Salvador,Darwin Cerén,3,False,False
2015-06-16,El Salvador,Saint Kitts and Nevis,El Salvador,Nelson Bonilla,52,False,False
2015-06-16,El Salvador,Saint Kitts and Nevis,El Salvador,Arturo Álvarez,62,False,False
2015-06-16,El Salvador,Saint Kitts and Nevis,Saint Kitts and Nevis,Atiba Harris,69,False,False
2015-06-16,El Salvador,Saint Kitts and Nevis,El Salvador,Nelson Bonilla,80,False,False
2015-06-16,Grenada,Puerto Rico,Grenada,Joan Morales,34,True,False
2015-06-16,Grenada,Puerto Rico,Grenada,Jamal Charles,80,False,False
2015-06-16,Guam,India,Guam,Brandon McDonald,37,False,False
2015-06-16,Guam,India,Guam,Travis Nicklaw,62,False,False
2015-06-16,Guam,India,India,Sunil Chhetri,90,False,False
2015-06-16,Hong Kong,Maldives,Hong Kong,Xu Deshuai,63,False,False
2015-06-16,Hong Kong,Maldives,Hong Kong,Lam Ka Wai,67,False,False
2015-06-16,Kyrgyzstan,Australia,Australia,Mile Jedinak,2,False,False
2015-06-16,Kyrgyzstan,Australia,Australia,Tommy Oar,68,False,False
2015-06-16,Kyrgyzstan,Australia,Kyrgyzstan,Almazbek Mirzaliev,90,False,False
2015-06-16,Laos,Lebanon,Lebanon,Mohammed Ghaddar,5,False,False
2015-06-16,Laos,Lebanon,Lebanon,Feiz Shamsin,75,False,False
2015-06-16,Malaysia,Palestine,Palestine,Musab Al-Battat,9,False,False
2015-06-16,Malaysia,Palestine,Palestine,Sameh Maraaba,22,False,False
2015-06-16,Malaysia,Palestine,Palestine,Tamer Seyam,41,False,False
2015-06-16,Malaysia,Palestine,Palestine,Khader Yousef,63,False,False
2015-06-16,Malaysia,Palestine,Palestine,Sameh Maraaba,75,False,False
2015-06-16,Malaysia,Palestine,Palestine,Tamer Seyam,86,False,False
2015-06-16,Myanmar,South Korea,South Korea,Lee Jae-sung,35,False,False
2015-06-16,Myanmar,South Korea,South Korea,Son Heung-min,67,False,False
2015-06-16,North Korea,Uzbekistan,North Korea,Pak Kwang-ryong,4,False,False
2015-06-16,North Korea,Uzbekistan,North Korea,Jang Kuk-chol,16,False,False
2015-06-16,North Korea,Uzbekistan,North Korea,Ro Hak-su,34,False,False
2015-06-16,North Korea,Uzbekistan,North Korea,Ri Hyok-chol,36,False,False
2015-06-16,North Korea,Uzbekistan,Uzbekistan,Anzur Ismailov,53,False,False
2015-06-16,North Korea,Uzbekistan,Uzbekistan,Sardor Rashidov,79,False,False
2015-06-16,Paraguay,Jamaica,Paraguay,Édgar Benítez,35,False,False
2015-06-16,Suriname,Nicaragua,Suriname,Roxey Fer,3,False,False
2015-06-16,Suriname,Nicaragua,Nicaragua,Raúl Leguías,27,False,False
2015-06-16,Suriname,Nicaragua,Nicaragua,Manuel Rosas Arreola,51,False,False
2015-06-16,Suriname,Nicaragua,Nicaragua,Carlos Chavarría,90,False,False
2015-06-16,Taiwan,Thailand,Thailand,Teerasil Dangda,21,False,False
2015-06-16,Taiwan,Thailand,Thailand,Teerasil Dangda,39,False,False
2015-06-16,Turkmenistan,Iran,Iran,Sardar Azmoun,4,False,False
2015-06-16,Turkmenistan,Iran,Turkmenistan,Ruslan Mingazow,45,False,False
2015-06-16,Yemen,Philippines,Philippines,Misagh Bahadoran,52,False,False
2015-06-16,Yemen,Philippines,Philippines,Iain Ramsay,74,False,False
2015-06-17,Brazil,Colombia,Colombia,Jeison Murillo,36,False,False
2015-06-18,Peru,Venezuela,Peru,Claudio Pizarro,71,False,False
2015-06-19,Chile,Bolivia,Chile,Charles Aránguiz,2,False,False
2015-06-19,Chile,Bolivia,Chile,Alexis Sánchez,36,False,False
2015-06-19,Chile,Bolivia,Chile,Charles Aránguiz,65,False,False
2015-06-19,Chile,Bolivia,Chile,Gary Medel,78,False,False
2015-06-19,Chile,Bolivia,Chile,Ronald Raldes,85,True,False
2015-06-19,Mexico,Ecuador,Ecuador,Miller Bolaños,25,False,False
2015-06-19,Mexico,Ecuador,Ecuador,Enner Valencia,57,False,False
2015-06-19,Mexico,Ecuador,Mexico,Raúl Jiménez,63,False,True
2015-06-20,Argentina,Jamaica,Argentina,Gonzalo Higuaín,10,False,False
2015-06-20,Uruguay,Paraguay,Uruguay,José María Giménez,28,False,False
2015-06-20,Uruguay,Paraguay,Paraguay,Lucas Barrios,44,False,False
2015-06-21,Brazil,Venezuela,Brazil,Thiago Silva,8,False,False
2015-06-21,Brazil,Venezuela,Brazil,Roberto Firmino,51,False,False
2015-06-21,Brazil,Venezuela,Venezuela,Miku,84,False,False
2015-06-24,Chile,Uruguay,Chile,Mauricio Isla,80,False,False
2015-06-25,Bolivia,Peru,Peru,Paolo Guerrero,19,False,False
2015-06-25,Bolivia,Peru,Peru,Paolo Guerrero,22,False,False
2015-06-25,Bolivia,Peru,Peru,Paolo Guerrero,73,False,False
2015-06-25,Bolivia,Peru,Bolivia,Marcelo Martins Moreno,83,False,True
2015-06-27,Brazil,Paraguay,Brazil,Robinho,14,False,False
2015-06-27,Brazil,Paraguay,Paraguay,Derlis González,71,False,True
2015-06-29,Chile,Peru,Chile,Eduardo Vargas,41,False,False
2015-06-29,Chile,Peru,Peru,Gary Medel,60,True,False
2015-06-29,Chile,Peru,Chile,Eduardo Vargas,63,False,False
2015-06-30,Argentina,Paraguay,Argentina,Marcos Rojo,14,False,False
2015-06-30,Argentina,Paraguay,Argentina,Javier Pastore,26,False,False
2015-06-30,Argentina,Paraguay,Paraguay,Lucas Barrios,42,False,False
2015-06-30,Argentina,Paraguay,Argentina,Ángel Di María,46,False,False
2015-06-30,Argentina,Paraguay,Argentina,Ángel Di María,52,False,False
2015-06-30,Argentina,Paraguay,Argentina,Sergio Agüero,79,False,False
2015-06-30,Argentina,Paraguay,Argentina,Gonzalo Higuaín,82,False,False
2015-07-03,Peru,Paraguay,Peru,André Carrillo,48,False,False
2015-07-03,Peru,Paraguay,Peru,Paolo Guerrero,89,False,False
2015-07-07,Panama,Haiti,Panama,Alberto Quintero,56,False,False
2015-07-07,Panama,Haiti,Haiti,Duckens Nazon,86,False,False
2015-07-07,United States,Honduras,United States,Clint Dempsey,25,False,False
2015-07-07,United States,Honduras,United States,Clint Dempsey,64,False,False
2015-07-07,United States,Honduras,Honduras,Carlos Discua,69,False,False
2015-07-08,Costa Rica,Jamaica,Jamaica,Garath McCleary,13,False,False
2015-07-08,Costa Rica,Jamaica,Costa Rica,Roy Miller,33,False,False
2015-07-08,Costa Rica,Jamaica,Costa Rica,David Ramírez,37,False,False
2015-07-08,Costa Rica,Jamaica,Jamaica,Jobi McAnuff,48,False,False
2015-07-09,Mexico,Cuba,Mexico,Oribe Peralta,17,False,False
2015-07-09,Mexico,Cuba,Mexico,Carlos Vela,23,False,False
2015-07-09,Mexico,Cuba,Mexico,Oribe Peralta,37,False,False
2015-07-09,Mexico,Cuba,Mexico,Andrés Guardado,44,False,False
2015-07-09,Mexico,Cuba,Mexico,Oribe Peralta,62,False,False
2015-07-09,Mexico,Cuba,Mexico,Giovani dos Santos,75,False,False
2015-07-09,Trinidad and Tobago,Guatemala,Trinidad and Tobago,Sheldon Bateau,11,False,False
2015-07-09,Trinidad and Tobago,Guatemala,Trinidad and Tobago,Cordell Cato,14,False,False
2015-07-09,Trinidad and Tobago,Guatemala,Trinidad and Tobago,Joevin Jones,25,False,False
2015-07-09,Trinidad and Tobago,Guatemala,Guatemala,Carlos Ruiz,62,False,False
2015-07-10,Honduras,Panama,Panama,Luis Tejada,21,False,False
2015-07-10,Honduras,Panama,Honduras,Andy Najar,82,False,False
2015-07-10,United States,Haiti,United States,Clint Dempsey,47,False,False
2015-07-11,Costa Rica,El Salvador,Costa Rica,Bryan Ruiz,61,False,False
2015-07-11,Costa Rica,El Salvador,El Salvador,Dustin Corea,90,False,False
2015-07-11,Jamaica,Canada,Jamaica,Rodolph Austin,90,False,False
2015-07-12,Trinidad and Tobago,Cuba,Trinidad and Tobago,Sheldon Bateau,17,False,False
2015-07-12,Trinidad and Tobago,Cuba,Trinidad and Tobago,Andre Boucaud,42,False,False
2015-07-13,Honduras,Haiti,Haiti,Duckens Nazon,14,False,False
2015-07-13,United States,Panama,Panama,Blas Pérez,34,False,False
2015-07-13,United States,Panama,United States,Michael Bradley,55,False,False
2015-07-14,Jamaica,El Salvador,Jamaica,Garath McCleary,72,False,False
2015-07-15,Guatemala,Cuba,Cuba,Maikel Reyes,73,False,False
2015-07-15,Trinidad and Tobago,Mexico,Mexico,Paul Aguilar,32,False,False
2015-07-15,Trinidad and Tobago,Mexico,Mexico,Carlos Vela,51,False,False
2015-07-15,Trinidad and Tobago,Mexico,Trinidad and Tobago,Keron Cummings,55,False,False
2015-07-15,Trinidad and Tobago,Mexico,Trinidad and Tobago,Kenwyne Jones,58,False,False
2015-07-15,Trinidad and Tobago,Mexico,Trinidad and Tobago,Keron Cummings,67,False,False
2015-07-15,Trinidad and Tobago,Mexico,Mexico,Andrés Guardado,88,False,False
2015-07-15,Trinidad and Tobago,Mexico,Mexico,Kenwyne Jones,90,True,False
2015-07-15,Trinidad and Tobago,Mexico,Trinidad and Tobago,Yohance Marshall,90,False,False
2015-07-18,Haiti,Jamaica,Jamaica,Giles Barnes,6,False,False
2015-07-18,United States,Cuba,United States,Clint Dempsey,4,False,False
2015-07-18,United States,Cuba,United States,Gyasi Zardes,15,False,False
2015-07-18,United States,Cuba,United States,Aron Jóhannsson,32,False,False
2015-07-18,United States,Cuba,United States,Omar Gonzalez,45,False,False
2015-07-18,United States,Cuba,United States,Clint Dempsey,64,False,True
2015-07-18,United States,Cuba,United States,Clint Dempsey,78,False,False
2015-07-19,Mexico,Costa Rica,Mexico,Andrés Guardado,120,False,True
2015-07-19,Trinidad and Tobago,Panama,Panama,Luis Tejada,36,False,False
2015-07-19,Trinidad and Tobago,Panama,Trinidad and Tobago,Kenwyne Jones,53,False,False
2015-07-22,Panama,Mexico,Panama,Román Torres,57,False,False
2015-07-22,Panama,Mexico,Mexico,Andrés Guardado,90,False,True
2015-07-22,Panama,Mexico,Mexico,Andrés Guardado,105,False,True
2015-07-22,United States,Jamaica,Jamaica,Darren Mattocks,30,False,False
2015-07-22,United States,Jamaica,Jamaica,Giles Barnes,35,False,False
2015-07-22,United States,Jamaica,United States,Michael Bradley,47,False,False
2015-07-25,United States,Panama,Panama,Roberto Nurse,55,False,False
2015-07-25,United States,Panama,United States,Clint Dempsey,70,False,False
2015-07-26,Jamaica,Mexico,Mexico,Andrés Guardado,31,False,False
2015-07-26,Jamaica,Mexico,Mexico,Jesús Manuel Corona,46,False,False
2015-07-26,Jamaica,Mexico,Mexico,Oribe Peralta,60,False,False
2015-07-26,Jamaica,Mexico,Jamaica,Darren Mattocks,78,False,False
2015-08-31,Samoa,American Samoa,Samoa,Desmond Fa'aiuaso,4,False,False
2015-08-31,Samoa,American Samoa,Samoa,Faitalia Hamilton-Pama,18,False,False
2015-08-31,Samoa,American Samoa,Samoa,Andrew Mobberley,26,False,False
2015-08-31,Samoa,American Samoa,American Samoa,Frankie Beauchamp,38,False,False
2015-08-31,Samoa,American Samoa,American Samoa,Frankie Beauchamp,86,False,False
2015-08-31,Tonga,Cook Islands,Cook Islands,Taylor Saghabi,38,False,False
2015-08-31,Tonga,Cook Islands,Cook Islands,Taylor Saghabi,53,False,False
